epoch,average_loss,total_samples,best_loss_so_far
0,0.2786752337063516,4,0.2786752337063516
1,0.2739029363553059,4,0.2739029363553059
2,0.2703183835689804,4,0.2703183835689804
3,0.2676706152379813,4,0.2676706152379813
4,0.265737437406229,4,0.265737437406229
5,0.26433649679165466,4,0.26433649679165466
6,0.26332537319994437,4,0.26332537319994437
7,0.262596457787372,4,0.262596457787372
8,0.26207023702784743,4,0.26207023702784743
9,0.26168883252116304,4,0.26168883252116304
10,0.26141053505398354,4,0.26141053505398354
11,0.2612054862849788,4,0.2612054862849788
12,0.2610524032056359,4,0.2610524032056359
13,0.2609361560253772,4,0.2609361560253772
14,0.26084600613965314,4,0.26084600613965314
15,0.26077433779046305,4,0.26077433779046305
16,0.26071575133228453,4,0.26071575133228453
17,0.2606664178483723,4,0.2606664178483723
18,0.26062362104557035,4,0.26062362104557035
19,0.26058543261408706,4,0.26058543261408706
20,0.26055048237290535,4,0.26055048237290535
21,0.2605177955890196,4,0.2605177955890196
22,0.26048667784463037,4,0.26048667784463037
23,0.2604566335399887,4,0.2604566335399887
24,0.26042730818539334,4,0.26042730818539334
25,0.26039844751938307,4,0.26039844751938307
26,0.26036986853108657,4,0.26036986853108657
27,0.2603414389075718,4,0.2603414389075718
28,0.26031306244655045,4,0.26031306244655045
29,0.26028466869504163,4,0.26028466869504163
30,0.26025620558346635,4,0.26025620558346635
31,0.2602276341842563,4,0.2602276341842563
32,0.26019892497827496,4,0.26019892497827496
33,0.2601700551921382,4,0.2601700551921382
34,0.26014100689672176,4,0.26014100689672176
35,0.26011176564718286,4,0.26011176564718286
36,0.2600823195085922,4,0.2600823195085922
37,0.26005265835645225,4,0.26005265835645225
38,0.26002277337340884,4,0.26002277337340884
39,0.2599926566861843,4,0.2599926566861843
40,0.259962301102884,4,0.259962301102884
41,0.25993169992227966,4,0.25993169992227966
42,0.25990084679481235,4,0.25990084679481235
43,0.2598697356208433,4,0.2598697356208433
44,0.2598383604758026,4,0.2598383604758026
45,0.25980671555481877,4,0.25980671555481877
46,0.2597747951315055,4,0.2597747951315055
47,0.2597425935270777,4,0.2597425935270777
48,0.2597101050870338,4,0.2597101050870338
49,0.2596773241634112,4,0.2596773241634112
50,0.25964424510116435,4,0.25964424510116435
51,0.259610862227615,4,0.259610862227615
52,0.2595771698442048,4,0.2595771698442048
53,0.25954316221998464,4,0.25954316221998464
54,0.25950883358642673,4,0.25950883358642673
55,0.25947417813325224,4,0.25947417813325224
56,0.25943919000504234,4,0.25943919000504234
57,0.25940386329846393,4,0.25940386329846393
58,0.2593681920599801,4,0.2593681920599801
59,0.2593321702839455,4,0.2593321702839455
60,0.2592957919110148,4,0.2592957919110148
61,0.2592590508268042,4,0.2592590508268042
62,0.259221940860763,4,0.259221940860763
63,0.2591844557852204,4,0.2591844557852204
64,0.25914658931458073,4,0.25914658931458073
65,0.2591083351046456,4,0.2591083351046456
66,0.2590696867520464,4,0.2590696867520464
67,0.25903063779377367,4,0.25903063779377367
68,0.2589911817067939,4,0.2589911817067939
69,0.25895131190774373,4,0.25895131190774373
70,0.2589110217526951,4,0.2589110217526951
71,0.2588703045369882,4,0.2588703045369882
72,0.25882915349512475,4,0.25882915349512475
73,0.25878756180072005,4,0.25878756180072005
74,0.2587455225665117,4,0.2587455225665117
75,0.25870302884442087,4,0.25870302884442087
76,0.2586600736256662,4,0.2586600736256662
77,0.2586166498409281,4,0.2586166498409281
78,0.2585727503605635,4,0.2585727503605635
79,0.25852836799486884,4,0.25852836799486884
80,0.25848349549439215,4,0.25848349549439215
81,0.2584381255502931,4,0.2584381255502931
82,0.25839225079475087,4,0.25839225079475087
83,0.2583458638014202,4,0.2583458638014202
84,0.25829895708593453,4,0.25829895708593453
85,0.2582515231064574,4,0.2582515231064574
86,0.25820355426428077,4,0.25820355426428077
87,0.25815504290447233,4,0.25815504290447233
88,0.2581059813165687,4,0.2581059813165687
89,0.2580563617353183,4,0.2580563617353183
90,0.25800617634147066,4,0.25800617634147066
91,0.25795541726261384,4,0.25795541726261384
92,0.25790407657406034,4,0.25790407657406034
93,0.25785214629977904,4,0.25785214629977904
94,0.2577996184133769,4,0.2577996184133769
95,0.25774648483912577,4,0.25774648483912577
96,0.25769273745303867,4,0.25769273745303867
97,0.2576383680839908,4,0.2576383680839908
98,0.2575833685148892,4,0.2575833685148892
99,0.2575277304838871,4,0.2575277304838871
100,0.2574714456856453,4,0.2574714456856453
101,0.25741450577263786,4,0.25741450577263786
102,0.25735690235650366,4,0.25735690235650366
103,0.25729862700944073,4,0.25729862700944073
104,0.25723967126564545,4,0.25723967126564545
105,0.2571800266227932,4,0.2571800266227932
106,0.2571196845435614,4,0.2571196845435614
107,0.2570586364571935,4,0.2570586364571935
108,0.25699687376110225,4,0.25699687376110225
109,0.2569343878225128,4,0.2569343878225128
110,0.2568711699801424,4,0.2568711699801424
111,0.25680721154591724,4,0.25680721154591724
112,0.25674250380672414,4,0.25674250380672414
113,0.25667703802619674,4,0.25667703802619674
114,0.25661080544653314,4,0.25661080544653314
115,0.2565437972903458,4,0.2565437972903458
116,0.2564760047625394,4,0.2564760047625394
117,0.2564074190522181,4,0.2564074190522181
118,0.25633803133461797,4,0.25633803133461797
119,0.25626783277306425,4,0.25626783277306425
120,0.2561968145209519,4,0.2561968145209519
121,0.2561249677237464,4,0.2561249677237464
122,0.25605228352100373,4,0.25605228352100373
123,0.25597875304840917,4,0.25597875304840917
124,0.25590436743982914,4,0.25590436743982914
125,0.25582911782937856,4,0.25582911782937856
126,0.2557529953534987,4,0.2557529953534987
127,0.2556759911530452,4,0.2556759911530452
128,0.2555980963753836,4,0.2555980963753836
129,0.25551930217649044,4,0.25551930217649044
130,0.25543959972305824,4,0.25543959972305824
131,0.2553589801946025,4,0.2553589801946025
132,0.2552774347855684,4,0.2552774347855684
133,0.25519495470743536,4,0.25519495470743536
134,0.25511153119081836,4,0.25511153119081836
135,0.25502715548756294,4,0.25502715548756294
136,0.2549418188728329,4,0.2549418188728329
137,0.2548555126471891,4,0.2548555126471891
138,0.2547682281386575,4,0.2547682281386575
139,0.2546799567047846,4,0.2546799567047846
140,0.25459068973467847,4,0.25459068973467847
141,0.2545004186510358,4,0.2545004186510358
142,0.25440913491215106,4,0.25440913491215106
143,0.25431683001390826,4,0.25431683001390826
144,0.25422349549175394,4,0.25422349549175394
145,0.25412912292265016,4,0.25412912292265016
146,0.25403370392700586,4,0.25403370392700586
147,0.25393723017058756,4,0.25393723017058756
148,0.25383969336640766,4,0.25383969336640766
149,0.25374108527658973,4,0.25374108527658973
150,0.25364139771421057,4,0.25364139771421057
151,0.2535406225451199,4,0.2535406225451199
152,0.2534387516897361,4,0.2534387516897361
153,0.253335777124819,4,0.253335777124819
154,0.25323169088521974,4,0.25323169088521974
155,0.25312648506560953,4,0.25312648506560953
156,0.2530201518221843,4,0.2530201518221843
157,0.2529126833743509,4,0.2529126833743509
158,0.25280407200639243,4,0.25280407200639243
159,0.2526943100691143,4,0.2526943100691143
160,0.2525833899814744,4,0.2525833899814744
161,0.25247130423219594,4,0.25247130423219594
162,0.2523580453813673,4,0.2523580453813673
163,0.2522436060620287,4,0.2522436060620287
164,0.2521279789817497,4,0.2521279789817497
165,0.2520111569241978,4,0.2520111569241978
166,0.25189313275070196,4,0.25189313275070196
167,0.25177389940181283,4,0.25177389940181283
168,0.251653449898863,4,0.251653449898863
169,0.2515317773455291,4,0.2515317773455291
170,0.25140887492940045,4,0.25140887492940045
171,0.2512847359235552,4,0.2512847359235552
172,0.25115935368814934,4,0.25115935368814934
173,0.25103272167202073,4,0.25103272167202073
174,0.25090483341431197,4,0.25090483341431197
175,0.25077568254611554,4,0.25077568254611554
176,0.2506452627921457,4,0.2506452627921457
177,0.25051356797244007,4,0.25051356797244007
178,0.25038059200409457,4,0.25038059200409457
179,0.2502463289030372,4,0.2502463289030372
180,0.2501107727858426,4,0.2501107727858426
181,0.24997391787159318,4,0.24997391787159318
182,0.24983575848378886,4,0.24983575848378886
183,0.24969628905231242,4,0.24969628905231242
184,0.24955550411545097,4,0.24955550411545097
185,0.24941339832198015,4,0.24941339832198015
186,0.24926996643331406,4,0.24926996643331406
187,0.24912520332572471,4,0.24912520332572471
188,0.24897910399263523,4,0.24897910399263523
189,0.24883166354699,4,0.24883166354699
190,0.24868287722370638,4,0.24868287722370638
191,0.24853274038221004,4,0.24853274038221004
192,0.24838124850905896,4,0.24838124850905896
193,0.24822839722065793,4,0.24822839722065793
194,0.2480741822660673,4,0.2480741822660673
195,0.2479185995299092,4,0.2479185995299092
196,0.24776164503537224,4,0.24776164503537224
197,0.24760331494732019,4,0.24760331494732019
198,0.24744360557550327,4,0.24744360557550327
199,0.2472825133778762,4,0.2472825133778762
200,0.24712003496402496,4,0.24712003496402496
201,0.2469561670987018,4,0.2469561670987018
202,0.2467909067054715,4,0.2467909067054715
203,0.2466242508704682,4,0.2466242508704682
204,0.24645619684626482,4,0.24645619684626482
205,0.24628674205585277,4,0.24628674205585277
206,0.24611588409673477,4,0.24611588409673477
207,0.24594362074512738,4,0.24594362074512738
208,0.24576994996027354,4,0.24576994996027354
209,0.245594869888864,4,0.245594869888864
210,0.24541837886956464,4,0.24541837886956464
211,0.24524047543764868,4,0.24524047543764868
212,0.2450611583297298,4,0.2450611583297298
213,0.2448804264885942,4,0.2448804264885942
214,0.24469827906812797,4,0.24469827906812797
215,0.2445147154383342,4,0.2445147154383342
216,0.2443297351904376,4,0.2443297351904376
217,0.24414333814206973,4,0.24414333814206973
218,0.24395552434253123,4,0.24395552434253123
219,0.24376629407812284,4,0.24376629407812284
220,0.24357564787754155,4,0.24357564787754155
221,0.24338358651733277,4,0.24338358651733277
222,0.24319011102739288,4,0.24319011102739288
223,0.2429952226965128,4,0.2429952226965128
224,0.24279892307795614,4,0.24279892307795614
225,0.24260121399506154,4,0.24260121399506154
226,0.24240209754686143,4,0.24240209754686143
227,0.24220157611370655,4,0.24220157611370655
228,0.24199965236288706,4,0.24199965236288706
229,0.24179632925423916,4,0.24179632925423916
230,0.24159161004572682,4,0.24159161004572682
231,0.24138549829898714,4,0.24138549829898714
232,0.24117799788482755,4,0.24117799788482755
233,0.24096911298866358,4,0.24096911298866358
234,0.24075884811588405,4,0.24075884811588405
235,0.24054720809713115,4,0.24054720809713115
236,0.24033419809348333,4,0.24033419809348333
237,0.24011982360152667,4,0.24011982360152667
238,0.2399040904583017,4,0.2399040904583017
239,0.23968700484611244,4,0.23968700484611244
240,0.23946857329718313,4,0.23946857329718313
241,0.23924880269814863,4,0.23924880269814863
242,0.23902770029436538,4,0.23902770029436538
243,0.2388052736940267,4,0.2388052736940267
244,0.23858153087207043,4,0.23858153087207043
245,0.23835648017386266,4,0.23835648017386266
246,0.23813013031864397,4,0.23813013031864397
247,0.23790249040272493,4,0.23790249040272493
248,0.23767356990241373,4,0.23767356990241373
249,0.2374433786766662,4,0.2374433786766662
250,0.2372119269694396,4,0.2372119269694396
251,0.2369792254117408,4,0.2369792254117408
252,0.23674528502335226,4,0.23674528502335226
253,0.23651011721422424,4,0.23651011721422424
254,0.23627373378552033,4,0.23627373378552033
255,0.23603614693030397,4,0.23603614693030397
256,0.2357973692338527,4,0.2357973692338527
257,0.235557413673591,4,0.235557413673591
258,0.23531629361862846,4,0.23531629361862846
259,0.2350740228288941,4,0.2350740228288941
260,0.23483061545385714,4,0.23483061545385714
261,0.23458608603082398,4,0.23458608603082398
262,0.2343404494828037,4,0.2343404494828037
263,0.23409372111593424,4,0.23409372111593424
264,0.23384591661646187,4,0.23384591661646187
265,0.2335970520472678,4,0.2335970520472678
266,0.23334714384393646,4,0.23334714384393646
267,0.2330962088103612,4,0.2330962088103612
268,0.23284426411388298,4,0.23284426411388298
269,0.23259132727995974,4,0.23259132727995974
270,0.23233741618636466,4,0.23233741618636466
271,0.23208254905691184,4,0.23208254905691184
272,0.2318267444547102,4,0.2318267444547102
273,0.23157002127494575,4,0.23157002127494575
274,0.23131239873719503,4,0.23131239873719503
275,0.23105389637727233,4,0.23105389637727233
276,0.23079453403861525,4,0.23079453403861525
277,0.23053433186321282,4,0.23053433186321282
278,0.23027331028208328,4,0.23027331028208328
279,0.23001149000530802,4,0.23001149000530802
280,0.2297488920116303,4,0.2297488920116303
281,0.22948553753762765,4,0.22948553753762765
282,0.22922144806646808,4,0.22922144806646808
283,0.2289566453162616,4,0.2289566453162616
284,0.22869115122801892,4,0.22869115122801892
285,0.22842498795323019,4,0.22842498795323019
286,0.22815817784107872,4,0.22815817784107872
287,0.2278907434253029,4,0.2278907434253029
288,0.22762270741072382,4,0.22762270741072382
289,0.2273540926594538,4,0.2273540926594538
290,0.22708492217680382,4,0.22708492217680382
291,0.22681521909690722,4,0.22681521909690722
292,0.22654500666808003,4,0.22654500666808003
293,0.22627430823793457,4,0.22627430823793457
294,0.22600314723826914,4,0.22600314723826914
